day	hour	minutes	temperature
11.47	275.167	16510	13.40019932
11.47	275.333	16520	13.19450596
11.48	275.500	16530	14.31217793
11.49	275.667	16540	14.6792196
11.49	275.833	16550	12.48118339
11.50	276.000	16560	13.77407172
11.51	276.167	16570	13.71636756
11.51	276.333	16580	13.97552132
11.52	276.500	16590	13.23562831
11.53	276.667	16600	13.23082473
11.53	276.833	16610	13.56728899
11.54	277.000	16620	15.28154091
11.55	277.167	16630	13.52117848
11.56	277.333	16640	13.72567426
11.56	277.500	16650	15.17283654
11.57	277.667	16660	14.06677035
11.58	277.833	16670	13.49706204
11.58	278.000	16680	14.17526177
11.59	278.167	16690	16.67293379
11.60	278.333	16700	15.49895328
11.60	278.500	16710	14.70810465
11.61	278.667	16720	16.8265486
11.62	278.833	16730	15.37143791
11.63	279.000	16740	15.78733024
11.63	279.167	16750	16.97127302
11.64	279.333	16760	17.02981307
11.65	279.500	16770	16.10587659
11.65	279.667	16780	17.48828805
11.66	279.833	16790	17.16548967
11.67	280.000	16800	17.38509361
11.67	280.167	16810	16.8858392
11.68	280.333	16820	16.52103545
11.69	280.500	16830	19.09581524
11.69	280.667	16840	17.50517536
11.70	280.833	16850	18.16335862
11.71	281.000	16860	18.29307296
11.72	281.167	16870	18.47762598
11.72	281.333	16880	16.73575062
11.73	281.500	16890	17.19348998
11.74	281.667	16900	17.06920534
11.74	281.833	16910	16.43380753
11.75	282.000	16920	15.41653003
11.76	282.167	16930	16.18785327
11.76	282.333	16940	16.34742445
11.77	282.500	16950	15.63557714
11.78	282.667	16960	16.47616942
11.78	282.833	16970	14.67179836
11.79	283.000	16980	16.12820725
11.80	283.167	16990	14.57985588
11.81	283.333	17000	14.64145492
11.81	283.500	17010	16.1098294
11.82	283.667	17020	14.91947348
11.83	283.833	17030	15.13535495
11.83	284.000	17040	15.00523501
11.84	284.167	17050	16.98614188
11.85	284.333	17060	15.63926626
11.85	284.500	17070	16.32435083
11.86	284.667	17080	15.63953175
11.87	284.833	17090	17.79216964
11.88	285.000	17100	17.02126262
11.88	285.167	17110	16.81400947
11.89	285.333	17120	17.53917958
11.90	285.500	17130	18.96762385
11.90	285.667	17140	19.12801736
11.91	285.833	17150	19.23816382
11.92	286.000	17160	17.92894919
11.92	286.167	17170	19.76501264
11.93	286.333	17180	18.8870197
11.94	286.500	17190	18.93270808
11.94	286.667	17200	18.9665591
11.95	286.833	17210	19.46675045
11.96	287.000	17220	18.33233542
11.97	287.167	17230	19.13392937
11.97	287.333	17240	19.18316971
11.98	287.500	17250	18.51666227
11.99	287.667	17260	19.43827305
11.99	287.833	17270	20.8351367
12.00	288.000	17280	20.00698926
12.01	288.167	17290	20.37537581
12.01	288.333	17300	19.2651874
12.02	288.500	17310	20.3427806
12.03	288.667	17320	17.83071402
12.03	288.833	17330	19.60664046
12.04	289.000	17340	18.89075984
12.05	289.167	17350	18.93804512
12.06	289.333	17360	19.45857771
12.06	289.500	17370	19.29081675
12.07	289.667	17380	20.71574514
12.08	289.833	17390	20.47719805
12.08	290.000	17400	19.51142826
12.09	290.167	17410	20.37107465
12.10	290.333	17420	19.0261127
12.10	290.500	17430	20.54777369
12.11	290.667	17440	20.49502468
12.12	290.833	17450	20.95059583
12.13	291.000	17460	20.46824737
12.13	291.167	17470	19.46997735
12.14	291.333	17480	19.99203854
12.15	291.500	17490	20.55046516
12.15	291.667	17500	19.98030089
12.16	291.833	17510	19.60398099
12.17	292.000	17520	19.72610215
12.17	292.167	17530	21.14809307
12.18	292.333	17540	20.04769782
12.19	292.500	17550	18.59880865
12.19	292.667	17560	20.52801287
12.20	292.833	17570	20.05789834
12.21	293.000	17580	19.61003128
12.22	293.167	17590	17.30632254
12.22	293.333	17600	17.24523877
12.23	293.500	17610	18.48788423
12.24	293.667	17620	17.4901916
12.24	293.833	17630	17.46585348
12.25	294.000	17640	15.09114677
12.26	294.167	17650	15.62194353
12.26	294.333	17660	15.31722789
12.27	294.500	17670	15.39575562
12.28	294.667	17680	14.9937923
12.28	294.833	17690	15.60164588
12.29	295.000	17700	13.12327288
12.30	295.167	17710	14.76218905
12.31	295.333	17720	12.82849492
12.31	295.500	17730	12.86775738
12.32	295.667	17740	14.20415575
12.33	295.833	17750	13.42698031
12.33	296.000	17760	12.99512965
12.34	296.167	17770	11.70161121
12.35	296.333	17780	12.38663998
12.35	296.500	17790	12.31428566
12.36	296.667	17800	12.01846244
12.37	296.833	17810	13.02944557
12.38	297.000	17820	11.40108331
12.38	297.167	17830	13.23355432
12.39	297.333	17840	11.72804992
12.40	297.500	17850	13.52220679
12.40	297.667	17860	13.86195232
12.41	297.833	17870	12.48115295
12.42	298.000	17880	13.85308059
12.42	298.167	17890	13.95480148
12.43	298.333	17900	13.85275195
12.44	298.500	17910	13.65568201
12.44	298.667	17920	12.90362643
12.45	298.833	17930	13.493628
12.46	299.000	17940	12.66491717
12.47	299.167	17950	14.27745133
12.47	299.333	17960	13.67151502
12.48	299.500	17970	13.83081447
12.49	299.667	17980	14.34621962
12.49	299.833	17990	13.65584459
12.50	300.000	18000	14.35067793
12.51	300.167	18010	13.68803363
12.51	300.333	18020	13.46371306
12.52	300.500	18030	14.04075078
12.53	300.667	18040	13.69040947
12.53	300.833	18050	12.24441398
12.54	301.000	18060	14.7021655
12.55	301.167	18070	13.6831353
12.56	301.333	18080	14.91656354
12.56	301.500	18090	13.75232212
12.57	301.667	18100	15.73632112
12.58	301.833	18110	14.14784328
12.58	302.000	18120	14.20491631
12.59	302.167	18130	14.14694457
12.60	302.333	18140	14.65185176
12.60	302.500	18150	15.51029766
12.61	302.667	18160	16.85212396
12.62	302.833	18170	16.48511196
12.63	303.000	18180	15.65861055
12.63	303.167	18190	17.58601138
12.64	303.333	18200	16.42387088
12.65	303.500	18210	16.17143013
12.65	303.667	18220	17.73157288
12.66	303.833	18230	17.12413827
12.67	304.000	18240	18.09878421
12.67	304.167	18250	16.47591766
12.68	304.333	18260	18.32726021
12.69	304.500	18270	18.61947391
12.69	304.667	18280	18.72280092
12.70	304.833	18290	16.7193051
12.71	305.000	18300	16.87775978
12.72	305.167	18310	17.91657288
12.72	305.333	18320	17.13805214
12.73	305.500	18330	15.68888664
12.74	305.667	18340	16.83671434
12.74	305.833	18350	16.47973586
12.75	306.000	18360	17.41074004
12.76	306.167	18370	16.6654022
12.76	306.333	18380	15.67867713
12.77	306.500	18390	16.35014173
12.78	306.667	18400	14.5338551
12.78	306.833	18410	15.46490255
12.79	307.000	18420	16.1328334
12.80	307.167	18430	15.52689455
12.81	307.333	18440	14.66282812
12.81	307.500	18450	14.53522904
12.82	307.667	18460	15.51259483
12.83	307.833	18470	17.53314585
12.83	308.000	18480	15.48592445
12.84	308.167	18490	14.91538666
12.85	308.333	18500	17.08726372
12.85	308.500	18510	16.82554368
12.86	308.667	18520	16.99251084
12.87	308.833	18530	16.60233062
12.88	309.000	18540	16.61772557
12.88	309.167	18550	18.25645034
12.89	309.333	18560	16.26664005
12.90	309.500	18570	17.85583251
12.90	309.667	18580	17.22916535
12.91	309.833	18590	17.25967257
12.92	310.000	18600	19.96845419
12.92	310.167	18610	18.95130248
12.93	310.333	18620	18.85607751
12.94	310.500	18630	18.71416392
12.94	310.667	18640	19.59921789
12.95	310.833	18650	19.40826813
12.96	311.000	18660	20.1757612
12.97	311.167	18670	19.14367396
12.97	311.333	18680	20.41637304
12.98	311.500	18690	19.87027083
12.99	311.667	18700	18.9886974
12.99	311.833	18710	19.02956919
13.00	312.000	18720	20.64451602
13.01	312.167	18730	21.2132669
13.01	312.333	18740	20.32054653
13.02	312.500	18750	18.77203634
13.03	312.667	18760	19.80364126
13.03	312.833	18770	20.40753426
13.04	313.000	18780	19.49072497
13.05	313.167	18790	20.80303529
13.06	313.333	18800	20.68783184
13.06	313.500	18810	19.70045174
13.07	313.667	18820	19.2991311
13.08	313.833	18830	17.77425814
13.08	314.000	18840	21.39026528
13.09	314.167	18850	19.22340245
13.10	314.333	18860	20.70182104
13.10	314.500	18870	19.49621655
13.11	314.667	18880	20.49171253
13.12	314.833	18890	20.42160165
13.13	315.000	18900	21.63795835
13.13	315.167	18910	21.15158355
13.14	315.333	18920	19.81252369
13.15	315.500	18930	21.51290018
13.15	315.667	18940	20.97129379
13.16	315.833	18950	20.18747209
13.17	316.000	18960	19.5494165
13.17	316.167	18970	19.0765756
13.18	316.333	18980	20.1685566
13.19	316.500	18990	20.48079079
13.19	316.667	19000	20.03498679
13.20	316.833	19010	19.4420281
13.21	317.000	19020	19.25082652
13.22	317.167	19030	19.64297726
13.22	317.333	19040	18.45519013
13.23	317.500	19050	17.93176431
13.24	317.667	19060	16.60289673
13.24	317.833	19070	17.19600411
13.25	318.000	19080	16.40414175
13.26	318.167	19090	17.08371155
13.26	318.333	19100	15.24436293
13.27	318.500	19110	15.08468958
13.28	318.667	19120	13.02984625
13.28	318.833	19130	14.76314233
13.29	319.000	19140	13.93673257
13.30	319.167	19150	13.75534228
13.31	319.333	19160	12.6449325
13.31	319.500	19170	13.92260019
13.32	319.667	19180	12.8767786
13.33	319.833	19190	12.24308121
13.33	320.000	19200	12.46134282
13.34	320.167	19210	12.11195077
13.35	320.333	19220	10.69532272
13.35	320.500	19230	11.22472953
13.36	320.667	19240	11.81799794
13.37	320.833	19250	12.71297319
13.38	321.000	19260	13.64321428
13.38	321.167	19270	13.36187542
13.39	321.333	19280	13.37057494
13.40	321.500	19290	12.49439016
13.40	321.667	19300	13.9398328
13.41	321.833	19310	11.50441126
13.42	322.000	19320	13.98105593
13.42	322.167	19330	14.34964674
13.43	322.333	19340	11.371316
13.44	322.500	19350	13.78499768
13.44	322.667	19360	13.24672705
13.45	322.833	19370	13.3117367
13.46	323.000	19380	13.41760419
13.47	323.167	19390	13.77761025
13.47	323.333	19400	13.87344698
13.48	323.500	19410	13.98737329
13.49	323.667	19420	14.6817954
13.49	323.833	19430	13.98258857
13.50	324.000	19440	12.35261199
13.51	324.167	19450	12.87911281
13.51	324.333	19460	12.77996969
13.52	324.500	19470	13.8724486
13.53	324.667	19480	14.18486716
13.53	324.833	19490	14.39408091
13.54	325.000	19500	13.17531063
13.55	325.167	19510	12.72616511
13.56	325.333	19520	14.07039387
13.56	325.500	19530	12.78834296
13.57	325.667	19540	11.87385049
13.58	325.833	19550	13.88753666
13.58	326.000	19560	14.59928733
13.59	326.167	19570	13.92938962
13.60	326.333	19580	15.07459851
13.60	326.500	19590	14.4656106
13.61	326.667	19600	15.85875936
13.62	326.833	19610	15.7536931
13.63	327.000	19620	14.83270141
13.63	327.167	19630	15.58288592
13.64	327.333	19640	15.49465418
13.65	327.500	19650	16.26407518
13.65	327.667	19660	16.9229777
13.66	327.833	19670	16.37820506
13.67	328.000	19680	17.18304237
13.67	328.167	19690	17.02862886
13.68	328.333	19700	17.37470039
13.69	328.500	19710	18.37808517
13.69	328.667	19720	18.56342327
13.70	328.833	19730	16.3772319
13.71	329.000	19740	15.75979988
13.72	329.167	19750	18.45698858
13.72	329.333	19760	16.65568664
13.73	329.500	19770	17.89854581
13.74	329.667	19780	16.17651041
13.74	329.833	19790	16.66474092
13.75	330.000	19800	17.21713515
13.76	330.167	19810	17.06074527
13.76	330.333	19820	16.49256818
13.77	330.500	19830	15.95299331
13.78	330.667	19840	16.27293209
13.78	330.833	19850	16.51985598
13.79	331.000	19860	16.67590269
13.80	331.167	19870	17.09149689
13.81	331.333	19880	16.03306871
13.81	331.500	19890	15.93329607
13.82	331.667	19900	15.16723706
13.83	331.833	19910	16.20291819
13.83	332.000	19920	15.28569943
13.84	332.167	19930	15.2459508
13.85	332.333	19940	16.84710032
13.85	332.500	19950	16.23231212
13.86	332.667	19960	14.82689999
13.87	332.833	19970	15.97441151
13.88	333.000	19980	16.47046217
13.88	333.167	19990	16.20714626
13.89	333.333	20000	17.50373389
13.90	333.500	20010	18.93498643
13.90	333.667	20020	17.2058009
13.91	333.833	20030	16.62565174
13.92	334.000	20040	18.60686069
13.92	334.167	20050	18.55933809
13.93	334.333	20060	18.82637437
13.94	334.500	20070	20.1011888
13.94	334.667	20080	19.72355143
13.95	334.833	20090	18.53521761
13.96	335.000	20100	17.66282222
13.97	335.167	20110	20.9623502
13.97	335.333	20120	18.81873169
13.98	335.500	20130	19.38541987
13.99	335.667	20140	18.93117377
13.99	335.833	20150	19.6415514
14.00	336.000	20160	19.09870267
14.01	336.167	20170	19.97856202
14.01	336.333	20180	19.17116368
14.02	336.500	20190	19.02927679
14.03	336.667	20200	19.95375094
14.03	336.833	20210	20.19525894
14.04	337.000	20220	20.18169457
14.05	337.167	20230	19.04964662
14.06	337.333	20240	20.45731065
14.06	337.500	20250	19.95036511
14.07	337.667	20260	20.67505688
14.08	337.833	20270	19.68870445
14.08	338.000	20280	20.36397668
14.09	338.167	20290	21.07671511
14.10	338.333	20300	20.37275563
14.10	338.500	20310	21.8211417
14.11	338.667	20320	21.08725483
14.12	338.833	20330	19.74196337
14.13	339.000	20340	21.13111956
14.13	339.167	20350	20.15921968
14.14	339.333	20360	20.75315702
14.15	339.500	20370	20.20637669
14.15	339.667	20380	21.17946879
14.16	339.833	20390	21.34146419
14.17	340.000	20400	19.90124394
14.17	340.167	20410	19.80946008
14.18	340.333	20420	20.65175129
14.19	340.500	20430	20.16564756
14.19	340.667	20440	18.66730974
14.20	340.833	20450	19.21617
14.21	341.000	20460	17.21959893
14.22	341.167	20470	19.65451072
14.22	341.333	20480	16.69877248
14.23	341.500	20490	18.2179773
14.24	341.667	20500	16.91904163
14.24	341.833	20510	16.09026468
14.25	342.000	20520	17.48794125
14.26	342.167	20530	16.39191226
14.26	342.333	20540	15.684607
14.27	342.500	20550	15.27804819
14.28	342.667	20560	15.51752878
14.28	342.833	20570	14.93129791
14.29	343.000	20580	14.18645239
14.30	343.167	20590	12.34009348
14.31	343.333	20600	13.71125844
14.31	343.500	20610	13.24642719
14.32	343.667	20620	13.4544369
14.33	343.833	20630	13.3729641
14.33	344.000	20640	13.41720427
14.34	344.167	20650	11.73089153
14.35	344.333	20660	11.50900224
14.35	344.500	20670	12.3722804
14.36	344.667	20680	11.41537711
14.37	344.833	20690	13.54166427
14.38	345.000	20700	13.49694075
14.38	345.167	20710	12.56292717
14.39	345.333	20720	12.39623982
14.40	345.500	20730	12.17297761
14.40	345.667	20740	11.02027285
14.41	345.833	20750	13.06813862
14.42	346.000	20760	12.70634833
14.42	346.167	20770	13.00096613
14.43	346.333	20780	13.20893013
14.44	346.500	20790	13.06168199
14.44	346.667	20800	12.82285825
14.45	346.833	20810	13.12161044
14.46	347.000	20820	15.40846095
14.47	347.167	20830	12.33846287
14.47	347.333	20840	13.0926414
14.48	347.500	20850	14.05851826
14.49	347.667	20860	12.01315319
14.49	347.833	20870	13.24602666
14.50	348.000	20880	13.78206224
14.51	348.167	20890	12.77756466
14.51	348.333	20900	13.58265662
14.52	348.500	20910	14.4089571
14.53	348.667	20920	13.81854106
14.53	348.833	20930	15.11945555
14.54	349.000	20940	14.28725844
14.55	349.167	20950	15.14986479
14.56	349.333	20960	14.18058001
14.56	349.500	20970	15.01732263
14.57	349.667	20980	14.07610985
14.58	349.833	20990	14.59345976
14.58	350.000	21000	13.23794229
14.59	350.167	21010	14.91908187
14.60	350.333	21020	16.28165933
14.60	350.500	21030	14.56884268
14.61	350.667	21040	15.62804624
14.62	350.833	21050	15.50996049
14.63	351.000	21060	16.84152294
14.63	351.167	21070	17.54786819
14.64	351.333	21080	17.35969673
14.65	351.500	21090	16.61476124
14.65	351.667	21100	15.59315974
14.66	351.833	21110	17.7323344
14.67	352.000	21120	16.45529146
14.67	352.167	21130	18.04068821
14.68	352.333	21140	18.19829024
14.69	352.500	21150	16.33111633
14.69	352.667	21160	17.40321597
14.70	352.833	21170	16.64937898
14.71	353.000	21180	16.50210567
14.72	353.167	21190	17.17534558
14.72	353.333	21200	18.47272277
14.73	353.500	21210	18.04183286
14.74	353.667	21220	16.34171335
14.74	353.833	21230	15.78894221
14.75	354.000	21240	16.1364521
14.76	354.167	21250	16.35892271
14.76	354.333	21260	15.63401767
14.77	354.500	21270	14.8631607
14.78	354.667	21280	14.73309202
14.78	354.833	21290	16.26106843
14.79	355.000	21300	14.34064087
14.80	355.167	21310	14.89861685
14.81	355.333	21320	14.36860691
14.81	355.500	21330	14.43510324
14.82	355.667	21340	14.68603068
14.83	355.833	21350	15.28551192
14.83	356.000	21360	14.76135617
14.84	356.167	21370	16.20525095
14.85	356.333	21380	15.97173428
14.85	356.500	21390	16.4975655
14.86	356.667	21400	15.64742381
14.87	356.833	21410	15.79558971
14.88	357.000	21420	16.21685649
14.88	357.167	21430	15.9059448
14.89	357.333	21440	17.38053796
14.90	357.500	21450	17.07322266
14.90	357.667	21460	17.58338887
14.91	357.833	21470	18.46523373
14.92	358.000	21480	18.67017043
14.92	358.167	21490	18.45932233
14.93	358.333	21500	20.24398917
14.94	358.500	21510	20.36587386
14.94	358.667	21520	19.94413112
14.95	358.833	21530	18.60300808
14.96	359.000	21540	19.30536762
14.97	359.167	21550	18.52988812
14.97	359.333	21560	18.50872841
14.98	359.500	21570	19.15344118
14.99	359.667	21580	20.44738025
14.99	359.833	21590	20.47124611
15.00	360.000	21600	18.87758855
15.01	360.167	21610	18.99619874
15.01	360.333	21620	19.56597777
15.02	360.500	21630	20.26378599
15.03	360.667	21640	20.25362368
15.03	360.833	21650	18.63764813
15.04	361.000	21660	19.64237479
15.05	361.167	21670	20.14972978
15.06	361.333	21680	19.9636663
15.06	361.500	21690	19.4898733
15.07	361.667	21700	19.28587507
15.08	361.833	21710	19.70032022
15.08	362.000	21720	20.0969394
15.09	362.167	21730	19.67643152
15.10	362.333	21740	20.87449576
15.10	362.500	21750	19.64756713
15.11	362.667	21760	20.86435161
15.12	362.833	21770	20.46949415
15.13	363.000	21780	21.8028232
15.13	363.167	21790	19.81234518
15.14	363.333	21800	20.67465282
15.15	363.500	21810	19.03743397
15.15	363.667	21820	21.02367263
15.16	363.833	21830	20.7271333
15.17	364.000	21840	20.67872879
15.17	364.167	21850	21.13393529
15.18	364.333	21860	21.03802978
15.19	364.500	21870	19.34555709
15.19	364.667	21880	18.16807058
15.20	364.833	21890	17.96608965
15.21	365.000	21900	20.11537239
15.22	365.167	21910	18.21785377
15.22	365.333	21920	19.46449602
15.23	365.500	21930	18.50113793
15.24	365.667	21940	16.58517885
15.24	365.833	21950	17.23717015
15.25	366.000	21960	15.95140004
15.26	366.167	21970	16.57462838
15.26	366.333	21980	16.31625382
15.27	366.500	21990	15.81777796
15.28	366.667	22000	15.36852745
15.28	366.833	22010	13.81756313
15.29	367.000	22020	13.91379346
15.30	367.167	22030	13.07197556
15.31	367.333	22040	12.75480407
15.31	367.500	22050	13.82192452
15.32	367.667	22060	13.10301068
15.33	367.833	22070	11.19076874
15.33	368.000	22080	13.0575313
15.34	368.167	22090	13.24075414
15.35	368.333	22100	12.53601037
15.35	368.500	22110	11.36754315
15.36	368.667	22120	10.52461468
15.37	368.833	22130	13.63051731
15.38	369.000	22140	13.33179198
15.38	369.167	22150	12.34504642
15.39	369.333	22160	12.49662979
15.40	369.500	22170	12.47037689
15.40	369.667	22180	13.94923571
15.41	369.833	22190	11.62389429
15.42	370.000	22200	13.3287076
15.42	370.167	22210	12.92522094
15.43	370.333	22220	13.49673867
15.44	370.500	22230	12.59462729
15.44	370.667	22240	14.58552547
15.45	370.833	22250	13.36097473
15.46	371.000	22260	14.42269943
15.47	371.167	22270	14.91303393
15.47	371.333	22280	13.25690051
15.48	371.500	22290	14.59568531
15.49	371.667	22300	13.42521769
15.49	371.833	22310	13.86948573
15.50	372.000	22320	13.86352405
15.51	372.167	22330	12.72359543
15.51	372.333	22340	12.13518587
15.52	372.500	22350	12.49779532
15.53	372.667	22360	12.46677388
15.53	372.833	22370	12.42400447
15.54	373.000	22380	14.06612264
15.55	373.167	22390	13.30737265
15.56	373.333	22400	14.53140735
15.56	373.500	22410	13.454476
15.57	373.667	22420	13.70760352
15.58	373.833	22430	15.28271888
15.58	374.000	22440	13.97126634
15.59	374.167	22450	14.71797479
15.60	374.333	22460	15.82986514
15.60	374.500	22470	15.75624954
15.61	374.667	22480	15.19266537
15.62	374.833	22490	14.85232928
15.63	375.000	22500	15.73675745
15.63	375.167	22510	18.04559917
15.64	375.333	22520	16.97591863
15.65	375.500	22530	17.25104821
15.65	375.667	22540	17.12150362
15.66	375.833	22550	17.34732535
15.67	376.000	22560	17.47751634
15.67	376.167	22570	18.64495949
15.68	376.333	22580	18.46487488
15.69	376.500	22590	18.43636221
15.69	376.667	22600	18.9534549
15.70	376.833	22610	17.5752035
15.71	377.000	22620	16.43581125
15.72	377.167	22630	17.38219462
15.72	377.333	22640	16.35818967
15.73	377.500	22650	17.26159908
15.74	377.667	22660	18.24854637
15.74	377.833	22670	17.76197484
15.75	378.000	22680	18.00248017
15.76	378.167	22690	16.31697803
15.76	378.333	22700	17.10301549
15.77	378.500	22710	16.01276273
15.78	378.667	22720	16.08799145
15.78	378.833	22730	15.66307878
15.79	379.000	22740	14.18238887
15.80	379.167	22750	15.43923948
15.81	379.333	22760	14.88708609
15.81	379.500	22770	16.99568017
15.82	379.667	22780	15.1661121
15.83	379.833	22790	14.3254187
15.83	380.000	22800	15.79132533
15.84	380.167	22810	16.32755022
15.85	380.333	22820	16.64281503
15.85	380.500	22830	16.88195561
15.86	380.667	22840	16.70156863
15.87	380.833	22850	16.55448183
15.88	381.000	22860	16.43617466
15.88	381.167	22870	17.72325165
15.89	381.333	22880	17.52416306
15.90	381.500	22890	16.73784778
15.90	381.667	22900	18.52226957
15.91	381.833	22910	18.21141005
15.92	382.000	22920	17.93034268
15.92	382.167	22930	18.31458464
15.93	382.333	22940	19.79656703
15.94	382.500	22950	18.92019597
15.94	382.667	22960	19.45127238
15.95	382.833	22970	20.36845515
15.96	383.000	22980	20.14968775
15.97	383.167	22990	18.30702209
15.97	383.333	23000	20.54937752
15.98	383.500	23010	18.95893566
15.99	383.667	23020	19.44601765
15.99	383.833	23030	18.93067987
16.00	384.000	23040	18.56309498
16.01	384.167	23050	18.97603002
16.01	384.333	23060	20.19578427
16.02	384.500	23070	21.04644038
16.03	384.667	23080	19.30876145
16.03	384.833	23090	19.38872014
16.04	385.000	23100	20.16872187
16.05	385.167	23110	18.80077518
16.06	385.333	23120	19.2833871
16.06	385.500	23130	19.64796839
16.07	385.667	23140	19.94918711
16.08	385.833	23150	20.41921513
16.08	386.000	23160	18.97598538
16.09	386.167	23170	19.24492919
16.10	386.333	23180	19.65193638
16.10	386.500	23190	20.83566358
16.11	386.667	23200	19.71427124
16.12	386.833	23210	20.2796177
16.13	387.000	23220	19.86078333
16.13	387.167	23230	20.0688065
16.14	387.333	23240	20.53026127
16.15	387.500	23250	20.26802682
16.15	387.667	23260	21.36303898
16.16	387.833	23270	20.53266156
16.17	388.000	23280	19.9330295
16.17	388.167	23290	21.30282414
16.18	388.333	23300	21.14070438
16.19	388.500	23310	19.10268522
16.19	388.667	23320	18.6893929
16.20	388.833	23330	19.89180446
16.21	389.000	23340	17.94866806
16.22	389.167	23350	18.94619093
16.22	389.333	23360	17.45829244
16.23	389.500	23370	17.39734427
16.24	389.667	23380	18.08770581
16.24	389.833	23390	16.66760038
16.25	390.000	23400	16.9487994
16.26	390.167	23410	16.35751966
16.26	390.333	23420	15.36030272
16.27	390.500	23430	14.10910835
16.28	390.667	23440	14.51424244
16.28	390.833	23450	14.14324141
16.29	391.000	23460	15.06637518
16.30	391.167	23470	14.76720188
16.31	391.333	23480	12.1965164
16.31	391.500	23490	12.93410463
16.32	391.667	23500	13.09014547
16.33	391.833	23510	13.76996178
16.33	392.000	23520	13.82385058
16.34	392.167	23530	13.59686743
16.35	392.333	23540	12.88384917
16.35	392.500	23550	12.3347918
16.36	392.667	23560	12.91781662
16.37	392.833	23570	13.64996993
16.38	393.000	23580	13.50879702
16.38	393.167	23590	11.5130884
16.39	393.333	23600	13.22790072
16.40	393.500	23610	13.97334619
16.40	393.667	23620	13.29878055
16.41	393.833	23630	13.82709455
16.42	394.000	23640	13.08671314
16.42	394.167	23650	12.6676646
16.43	394.333	23660	12.2684924
16.44	394.500	23670	12.51013303
16.44	394.667	23680	14.85309634
16.45	394.833	23690	13.08605201
16.46	395.000	23700	13.37319318
16.47	395.167	23710	14.08258181
16.47	395.333	23720	13.86951773
16.48	395.500	23730	14.38445883
16.49	395.667	23740	13.10207371
16.49	395.833	23750	14.04765807
16.50	396.000	23760	13.24273986
16.51	396.167	23770	12.10311613
16.51	396.333	23780	12.75954382
16.52	396.500	23790	15.10309795
16.53	396.667	23800	12.32762765
16.53	396.833	23810	13.31359027
16.54	397.000	23820	13.57686161
16.55	397.167	23830	12.20623796
16.56	397.333	23840	12.27592948
16.56	397.500	23850	14.42634333
16.57	397.667	23860	13.80751386
16.58	397.833	23870	15.66932622
16.58	398.000	23880	13.42698548
16.59	398.167	23890	15.78880062
16.60	398.333	23900	16.7322652
16.60	398.500	23910	16.33869219
16.61	398.667	23920	15.34304993
16.62	398.833	23930	15.25404832
16.63	399.000	23940	16.15050289
16.63	399.167	23950	16.86155395
16.64	399.333	23960	17.31819582
16.65	399.500	23970	16.88223287
16.65	399.667	23980	16.66660036
16.66	399.833	23990	18.12805533
16.67	400.000	24000	16.09916244
16.67	400.167	24010	17.77370219
16.68	400.333	24020	17.38297508
16.69	400.500	24030	18.21592411
16.69	400.667	24040	17.1510957
16.70	400.833	24050	16.44335478
16.71	401.000	24060	17.14854492
16.72	401.167	24070	15.506149
16.72	401.333	24080	18.0361433
16.73	401.500	24090	16.6957343
16.74	401.667	24100	16.32296799
16.74	401.833	24110	17.39404266
16.75	402.000	24120	17.28604798
16.76	402.167	24130	16.97111504
16.76	402.333	24140	16.03541811
16.77	402.500	24150	14.46691423
16.78	402.667	24160	16.7444739
16.78	402.833	24170	16.43185738
16.79	403.000	24180	16.40325
16.80	403.167	24190	15.81293724
16.81	403.333	24200	15.11677003
16.81	403.500	24210	15.80743347
16.82	403.667	24220	14.43900572
16.83	403.833	24230	14.01466467
16.83	404.000	24240	16.70017432
16.84	404.167	24250	16.39143328
16.85	404.333	24260	15.84154108
16.85	404.500	24270	16.08190987
16.86	404.667	24280	15.91699365
16.87	404.833	24290	17.20125556
16.88	405.000	24300	17.81751808
16.88	405.167	24310	16.64111168
16.89	405.333	24320	17.55148704
16.90	405.500	24330	18.4771827
16.90	405.667	24340	18.5994125
16.91	405.833	24350	18.33907594
16.92	406.000	24360	19.47680327
16.92	406.167	24370	18.44553245
16.93	406.333	24380	17.92485906
16.94	406.500	24390	17.71577586
16.94	406.667	24400	18.98374869
16.95	406.833	24410	18.51030429
16.96	407.000	24420	20.50037737
16.97	407.167	24430	19.87459467
16.97	407.333	24440	20.09805965
16.98	407.500	24450	17.6366033
16.99	407.667	24460	19.68944795
16.99	407.833	24470	18.80966258
17.00	408.000	24480	19.55865387
17.01	408.167	24490	19.79304995
17.01	408.333	24500	19.42802388
17.02	408.500	24510	19.96379991
17.03	408.667	24520	18.35158857
17.03	408.833	24530	17.65457514
17.04	409.000	24540	19.31165751
17.05	409.167	24550	18.62206825
17.06	409.333	24560	19.14632141
17.06	409.500	24570	20.16364213
17.07	409.667	24580	20.13205672
17.08	409.833	24590	19.54244163
17.08	410.000	24600	19.90805945
17.09	410.167	24610	20.43149957
17.10	410.333	24620	20.44968458
17.10	410.500	24630	19.46296555
17.11	410.667	24640	20.47124427
17.12	410.833	24650	19.69293186
17.13	411.000	24660	19.35314963
17.13	411.167	24670	21.73521736
17.14	411.333	24680	21.44573363
17.15	411.500	24690	20.15586556
17.15	411.667	24700	19.83588641
17.16	411.833	24710	19.77385908
17.17	412.000	24720	19.16427739
17.17	412.167	24730	20.7234054
